"","year","pitch","pitch_count","sum_whiffs","sum_swings","sum_takes","sum_abs","sum_hits","mean_spin_rate","mean_velocity","mean_release_extension","mean_effective_speed","mean_eff_min_vel","mean_iso","mean_babip","mean_slg","mean_woba","mean_xwoba","mean_xba","mean_launch_speed","mean_launch_angle","ba","swing_percentage","whiff_percentage","contact_rate","take_percentage"
"62","2018","Curveball",56876,7152,22620,34256,NA,NA,NA,78.225203952458,5.66209297418947,77.1478449609677,-1.0742791335537,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.397707293058584,0.316180371352785,0.683819628647215,0.602292706941416
"63","2018","Cutter",40437,5134,20559,19878,NA,NA,2347.69431461285,88.6431758043376,5.95313821500111,88.3283554665282,-0.316897890545788,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.508420505972253,0.249720317136047,0.750279682863953,0.491579494027747
"64","2018","Fastball",250446,24044,117315,133130,NA,NA,2267.3201728117,93.1735939084673,6.15259341335058,92.930842217484,-0.243408559130511,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.468424330993508,0.2049524783702,0.7950475216298,0.531571676129785
"65","2018","Sinker",140234,9310,63783,76451,NA,NA,2136.71193148595,92.1770141335197,6.063958169916,91.7599967910778,-0.416120199095797,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45483263687836,0.145963658028001,0.854036341971999,0.545167363121639
"66","2018","Slider",120145,20453,57715,62429,NA,NA,2399.69335386408,84.3881934329352,5.77424245703109,83.6793591077448,-0.70936951183986,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.480377876732282,0.35437927748419,0.64562072251581,0.519613799991677
"67","2019","Change",78479,12388,40721,37735,NA,NA,1804.19049682081,84.5636297608277,6.07183093566432,84.3332450719301,-0.232099032862294,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51887766154003,0.304216497630215,0.695783502369785,0.480829266427962
"68","2019","Curveball",62737,7821,25041,37696,NA,NA,NA,78.5748776638985,5.68266907885299,77.6246127484578,-0.949350463044137,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.399142451822688,0.312327782436804,0.687672217563196,0.600857548177312
"69","2019","Cutter",47291,5840,23527,23761,NA,NA,2359.44566619441,88.4135141993191,5.92357890507708,88.1505159544099,-0.264246896872556,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.497494237804233,0.248225443107919,0.751774556892081,0.502442325178152
"70","2019","Fastball",260317,26583,123046,137248,NA,NA,2289.79225713265,93.414941782519,6.15922555960617,93.3028900148665,-0.111370751814135,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.472677543149314,0.216041155340279,0.783958844659721,0.527234103035914
"71","2019","Sinker",117367,8177,54202,63162,NA,NA,2153.306031508,92.5196418073223,6.08201606925286,92.2464898140022,-0.274825973229272,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.461816353830293,0.15086159182318,0.84913840817682,0.538158085322109
